"","words","term.freq","doc.freq"
"8558","details.madras",1,1
"8559","lang's",2,2
"8560","funeral",1,1
"8561","duncan's",4,2
"8562","mroe",1,1
"8563","remembrance",1,1
"8564","respected.calcutta",1,1
"8565","stamford",2,2
"8566","raffles",2,1
"8567","sultan",3,3
"8568","jahore",2,1
"8569","tomangong",1,1
"8570","sincapore",1,1
"8571","residency",1,1
"8572","furqubar",1,1
"8573","captial",1,1
"8574","congratulate",1,1
"8575","flying",6,6
"8576","penang",1,1
"8577","malacca",1,1
"8578","bataxian",1,1
"8579","competitors.cape",1,1
"8580","colonising",1,1
"8581","incursions",2,2
"8582","incidentally",1,1
"8583","market.maritime",1,1
"8584","intelligencefriday",1,1
"8585","martial",1,1
"8586","adjournment",2,2
"8587","concealment",1,1
"8588","phaeton",2,1
"8589","geary",3,2
"8590","afternnoon",1,1
"8591","mon",1,1
"8592","reprimanded.letters",1,1
"8593","receivedon",1,1
"8594","burden",7,6
"8595","shipley",2,2
"8596","intelligencespanish",1,1
"8597","jamaica–august",1,1
"8598","voyages",3,3
"8599","serapis",1,1
"8600","roofed",1,1
"8601","humanely",1,1
"8602","scattered",1,1
"8603","relatives",4,4
"8604","sparrow",1,1
"8605","adjt.-general",1,1
"8606","rowe",3,1
"8607","son-in-law",1,1
"8608","paymaster",4,1
"8609","montgomery",6,2
"8610","survived",3,3
"8611","assistant",3,3
"8612","surgeon",8,7
"8613","in-law",1,1
"8614","richardson",1,1
"8615","adjutant",4,3
"8616","lyon",4,2
"8617","misses",4,3
"8618","lieuts",1,1
"8619","mackie",1,1
"8620","turner",1,1
"8621","baxter",1,1
"8622","quarter-master",1,1
"8623","baxter[?].the",1,1
"8624","confined",8,7
"8625","stretching",1,1
"8626","midland",2,2
"8627","ottawa",2,2
"8628","contact",4,3
"8629","louisiana",2,2
"8630","invectives",1,1
"8631","country.letters",1,1
"8632","mogadoru",2,1
"8633","plague",2,2
"8634","moors",1,1
"8635","pestilence",1,1
"8636","renew",2,2
"8637","observer",4,4
"8638","godalming",1,1
"8639","handed",3,2
"8640","rage",1,1
"8641","justified",1,1
"8642","contents",2,2
"8643","clusions",1,1
"8644","patterns",2,2
"8645","belles",1,1
"8646","fasions",1,1
"8647","influx",3,3
"8648","visitors",11,3
"8649","complying",1,1
"8650","shrink",1,1
"8651","responsibility",2,2
"8652","disguise",3,2
"8653","anticipating",3,2
"8654","failures",2,2
"8655","unpardonable",1,1
"8656","thoughtlessly",1,1
"8657","dissipated",1,1
"8658","fatiguing",1,1
"8659","sunk",2,2
"8660","apathy",1,1
"8661","listless",1,1
"8662","trades",3,3
"8663","journeymen",2,2
"8664","well.with",1,1
"8665","regards",3,3
"8666","recall",1,1
"8667","joked",1,1
"8668","doubted",3,3
"8669","foresaw",1,1
"8670","start",1,1
"8671","millinery",1,1
"8672","dress-making",1,1
"8673","childbed",1,1
"8674","exactly",2,2
"8675","attractive",1,1
"8676","titled",3,3
"8677","london'&c",1,1
"8678","afloat",9,9
"8679","obscurity",1,1
"8680","bricklayer",1,1
"8681","builder",3,3
"8682","row",2,2
"8683","jobs",1,1
"8684","description.of",1,1
"8685","fiften",2,2
"8686","godalmbing",1,1
"8687","capitals–but",1,1
"8688","myself–and",1,1
"8689","husbanding",1,1
"8690","resources",8,6
"8691","abstaining",1,1
"8692","successed",1,1
"8693","laying",2,2
"8694","happiness.we",1,1
"8695","time?other",1,1
"8696","roughness",1,1
"8697","hospitable",1,1
"8698","thwart",1,1
"8699","humours",1,1
"8700","states–to",1,1
"8701","storekeeping",1,1
"8702","nearer",2,2
"8703","repentance",1,1
"8704","birkbeck's",11,3
"8705","arks",1,1
"8706","birk",2,2
"8707","beck's",1,1
"8708","howeverwill",1,1
"8709","overcome",2,2
"8710","fireside",2,2
"8711","consciousness",1,1
"8712","counterbalanced",1,1
"8713","castant",1,1
"8714","visitation",1,1
"8715","tax-gathered",1,1
"8716","increases",1,1
"8717","civilisation",2,2
"8718","assuance",1,1
"8719","attained.as",1,1
"8720","hav",1,1
"8721","uthe",1,1
"8722","canada.about",1,1
"8723","paisley",10,3
"8724","cheering",4,4
"8725","felicities",1,1
"8726","companion",3,3
"8727","exult",1,1
"8728","narrations",1,1
"8729","ardour",1,1
"8730","imploring",1,1
"8731","donation",1,1
"8732","attending",3,3
"8733","supplications",1,1
"8734","depute",1,1
"8735","memorialized",1,1
"8736","reception",4,4
"8737","kindness",5,4
"8738","subscribe",1,1
"8739","rejected",3,2
"8740","despairing",1,1
"8741","proposition",4,4
"8742","fiercer",1,1
"8743","radicals",2,2
"8744","spleen",1,1
"8745","jeering",2,2
"8746","deprecating",1,1
"8747","farce",1,1
"8748","unanimity",3,3
"8749","querulous",1,1
"8750","italy",1,1
"8751","hotter",1,1
"8752","coller",1,1
"8753","fruitful",1,1
"8754","constitutions",2,2
"8755","longevity",1,1
"8756","fuel",3,3
"8757","snows",1,1
"8758","intense",3,3
"8759","fortitude.(from",1,1
"8760","lavaysse's",1,1
"8761","margaritta",1,1
"8762","published.)stedman",1,1
"8763","flagged",1,1
"8764","townhouse",1,1
"8765","signs",1,1
"8766","commiseration",1,1
"8767","sigh",1,1
"8768","hangman",2,1
"8769","tying",1,1
"8770","cord",11,10
"8771","neck",27,12
"8772","launch",1,1
"8773","eternity",1,1
"8774","steadfastly",1,1
"8775","smile",1,1
"8776","stedman",1,1
"8777","injustice",1,1
"8778","intrepidity",4,4
"8779","gibbet",2,2
"8780","ribs",1,1
"8781","incisions",1,1
"8782","hook",1,1
"8783","hanging",2,2
"8784","licking",6,4
"8785","drops",1,1
"8786","rained",1,1
"8787","gallows",1,1
"8788","reproached",1,1
"8789","courage",2,2
"8790","behave",1,1
"8791","sentry",1,1
"8792","brains",1,1
"8793","butt",1,1
"8794","musquet",1,1
"8795","narrator",1,1
"8796","legs",1,1
"8797","nail",2,1
"8798","complaining",3,3
"8799","executioners",1,1
"8800","monster",1,1
"8801","bepoisoned",1,1
"8802","kick",1,1
"8803","settlementa",1,1
"8804","author's",2,2
"8805","helped",1,1
"8806","misquotation",1,1
"8807","misconstruction",1,1
"8808","sarcasm",1,1
"8809","caustic",1,1
"8810","controversist",1,1
"8811","wallow",1,1
"8812","mire",1,1
"8813","pushing",2,2
"8814","richly",2,2
"8815","accomodations",1,1
"8816","convenienes",1,1
"8817","shewing",1,1
"8818","accommodated",1,1
"8819","captious",1,1
"8820","trying",2,2
"8821","forgetting",1,1
"8822","don't",1,1
"8823","spoliation",1,1
"8824","evidently",1,1
"8825","census",6,6
"8826","hint",1,1
"8827","scouring",1,1
"8828","boarding-schools",1,1
"8829","assortment",2,2
"8830","market.the",1,1
"8831","interest.english",1,1
"8832","countrymen–for",1,1
"8833","settlement.my",1,1
"8834","reasoning",3,3
"8835","grounded",1,1
"8836","elapsed",1,1
"8837","opinnions",1,1
"8838","test",1,1
"8839","delightful",2,2
"8840","abode",2,2
"8841","belayed",1,1
"8842","prospects.this",1,1
"8843","unusual",2,2
"8844","fencing",1,1
"8845","hogs",4,3
"8846","indivi",1,1
"8847","duals",1,1
"8848","settlement.with",1,1
"8849","capitalist",2,1
"8850","undecided",1,1
"8851","freeholds",1,1
"8852","cabins",2,2
"8853","squandered",1,1
"8854","highr",1,1
"8855","depressed",1,1
"8856","betry",1,1
"8857","arrogance",1,1
"8858","independence.in",1,1
"8859","delays",1,1
"8860","inseparable",1,1
"8861","undertakings",1,1
"8862","preparatory",4,4
"8863","debtor-side",1,1
"8864","courtlord",1,1
"8865","provost",10,4
"8866","manderston",1,1
"8867","boswell",1,1
"8868","queensberry",4,2
"8869","hospital",21,5
"8870","examine",3,3
"8871","treasurer's",2,2
"8872","next.mr",1,1
"8873","witham",1,1
"8874","observations",5,4
"8875","vote",7,7
"8876","thanks",10,6
"8877","expressing",3,2
"8878","institution",10,3
"8879","welfare",5,4
"8880","patients",3,1
"8881","matron",1,1
"8882","existed",10,8
"8883","entitle",2,2
"8884","internal",4,4
"8885","wards",3,3
"8886","resulted",1,1
"8887","hospitals",9,3
"8888","governed",2,2
"8889","trusted",4,4
"8890","to.–he",1,1
"8891","crave",1,1
"8892","touching",3,3
"8893","insinuating",1,1
"8894","city's",1,1
"8895","ale",1,1
"8896","calculation",5,5
"8897","withholding",5,4
"8898","invalid",1,1
"8899","inte",1,1
"8900","restricted",1,1
"8901","tax–which",1,1
"8902","government–is",1,1
"8903","suggesting",1,1
"8904","lend",1,1
"8905","decline",3,2
"8906","interest.mr",1,1
"8907","cruishank",1,1
"8908","motioncol",1,1
"8909","crichton",2,1
"8910","workmen",4,4
"8911","eminence",2,2
"8912","scotsman",2,2
"8913","pattern",1,1
"8914","nursery",3,3
"8915","skilfull",1,1
"8916","practitioners",1,1
"8917","hospi",1,1
"8918","tal",1,1
"8919","inscriptions",1,1
"8920","outside",6,5
"8921","christain",1,1
"8922","doctrines",3,2
"8923","inculcated",1,1
"8924","treatement",1,1
"8925","imputing",1,1
"8926","tanking",1,1
"8927","quibbling",1,1
"8928","contemptible",1,1
"8929","wigham's.lord",1,1
"8930","meadowbank",1,1
"8931","reminded",1,1
"8932","court.henry",1,1
"8933","jardine",1,1
"8934","begged",9,5
"8935","year.mr",1,1
"8936","wigham's",1,1
"8937","unfashionable",1,1
"8938","allude",2,2
"8939","this–a",1,1
"8940","anticipated",6,5
"8941","concurred",13,13
"8942","remind",2,2
"8943","christianity",2,2
"8944","healing",1,1
"8945","less.there",1,1
"8946","wigham",2,1
"8947","visitori",1,1
"8948","fittest",2,2
"8949","admirably",2,2
"8950","distrust",1,1
"8951","wht",1,1
"8952","tweed",1,1
"8953","boon",2,2
"8954","monthly",2,2
"8955","rotation",3,1
"8956","managers.mr",1,1
"8957","withdrawn.mr",1,1
"8958","caveat",1,1
"8959","unnecessarily",1,1
"8960","promotion",5,4
"8961","paragraph",4,4
"8962","clinical",1,1
"8963","office-bearers",2,2
"8964","positive",2,2
"8965","imitated",1,1
"8966","reporters",1,1
"8967","leads",1,1
"8968","suggest",3,3
"8969","enjoin",1,1
"8970","economical",4,3
"8971","apparent.–his",1,1
"8972","suggestion",3,2
"8973","preface",1,1
"8974","tabular",3,1
"8975","admission",8,5
"8976","diary",1,1
"8977","temperatures",1,1
"8978","moisture",9,9
"8979","atmosphere",2,2
"8980","winds",6,5
"8981","staple",3,3
"8982","decrease",4,4
"8983","diet",2,2
"8984","enumeration",1,1
"8985","interfere",3,3
"8986","discharged",3,3
"8987","honourably",1,1
"8988","experience.the",1,1
"8989","compulsory",3,3
"8990","avocations.the",1,1
"8991","proposer",1,1
"8992","answering",1,1
"8993","voluble",1,1
"8994","obviate",2,2
"8995","adverted",4,3
"8996","regretting",1,1
"8997","troduced",1,1
"8998","practitioner",1,1
"8999","pupils.dr",1,1
"9000","eloquent",3,3
"9001","impractiable",1,1
"9002","comprehension",1,1
"9003","mnner",1,1
"9004","getlmen",1,1
"9005","devote",1,1
"9006","tables",3,3
"9007","recorded",3,3
"9008","tasks",1,1
"9009","welsh",2,2
"9010","individuals.the",1,1
"9011","mover",1,1
"9012","welsh's",1,1
"9013","abler",1,1
"9014","withdraw",6,6
"9015","motion.form",1,1
"9016","justiciary",4,3
"9017","court.our",1,1
"9018","advocate",6,4
"9019","officially",2,2
"9020","strikes",1,1
"9021","jurymen",1,1
"9022","linlithgow",1,1
"9023","haddington",2,2
"9024","roll",1,1
"9025","bands",3,3
"9026","jurors",3,1
"9027","cited",1,1
"9028","macer",1,1
"9029","ourt",1,1
"9030","resorts",1,1
"9031","unequivocal",2,2
"9032","displaying",1,1
"9033","incontrovertibly",1,1
"9034","visible",2,2
"9035","retrograde",1,1
"9036","movement",2,2
"9037","convert",2,2
"9038","functionaries",2,1
"9039","specific",1,1
"9040","successors",1,1
"9041","judicatories",1,1
"9042","well-merited",1,1
"9043","popularity",1,1
"9044","throwing",2,2
"9045","fix",2,2
"9046","juror",1,1
"9047","penl",1,1
"9048","cerain",1,1
"9049","juries",3,2
"9050","coguisable",1,1
"9051","misrepresentation",1,1
"9052","borrow",2,2
"9053","modelling",1,1
"9054","court.mr",1,1
"9055","bywater",1,1
"9056","construced",1,1
"9057","model",2,2
"9058","magnetic",2,2
"9059","phenomena",1,1
"9060","flinders",2,1
"9061","attraction",1,1
"9062","strachan",1,1
"9063","decieved",1,1
"9064","discontents",2,2
"9065","pitied",1,1
"9066","begins",1,1
"9067","elegance",3,3
"9068","plunges",1,1
"9069","fre",1,1
"9070","canopy",1,1
"9071","builds",1,1
"9072","neighbour–opening",1,1
"9073","bark–it",1,1
"9074","flat",1,1
"9075","boards",1,1
"9076","enormous",7,6
"9077","bae",1,1
"9078","admiring",1,1
"9079","insulated",1,1
"9080","fiels",1,1
"9081","bog",3,2
"9082","musquetoes",1,1
"9083","sweet–he",1,1
"9084","urges",1,1
"9085","connexions",2,1
"9086","bitterness",1,1
"9087","placing",3,3
"9088","rack-rent",1,1
"9089","farer",1,1
"9090","pos",1,1
"9091","compared",8,6
"9092","appear.it",1,1
"9093","leav",1,1
"9094","disappoint",1,1
"9095","ashamed",2,2
"9096","success.–the",1,1
"9097","accomodation",4,4
"9098","them–they",1,1
"9099","vermin",3,3
"9100","fascinating",1,1
"9101","priva",1,1
"9102","sacrifices",5,4
"9103","success.we",1,1
"9104","emi",3,3
"9105","vastly",2,2
"9106","admonish",1,1
"9107","minuteness",1,1
"9108","dreams",3,2
"9109","decide",4,4
"9110","native's",1,1
"9111","goldren",1,1
"9112","indepen",1,1
"9113","sounding",1,1
"9114","hardship",2,2
"9115","maret",1,1
"9116","canals",3,3
"9117","tear",2,2
"9118","rudeness",1,1
"9119","risking",1,1
"9120","retraced",1,1
"9121","plunging",2,2
"9122","ent",2,2
"9123","strangers.when",1,1
"9124","mature",2,2
"9125","go–to",1,1
"9126","levellers",1,1
"9127","democrats",1,1
"9128","evil.i",1,1
"9129","allegiances",1,1
"9130","considerd",1,1
"9131","canada.in",1,1
"9132","alleghany",1,1
"9133","america.suppose",1,1
"9134","america–one",1,1
"9135","canada.miles",1,1
"9136","shawanoe",4,1
"9137","travelling",4,3
"9138","goods:dollars",1,1
"9139","ark",1,1
"9140","scow",1,1
"9141","hired",2,2
"9142","expenses",8,6
"9143","batteau",1,1
"9144","neighbourhoods",1,1
"9145","additiona",2,2
"9146","fees",1,1
"9147","saves",1,1
"9148","dollars.let",1,1
"9149","balanced.illinois",1,1
"9150","fowls",2,1
"9151","n.b",1,1
"9152","truth.from",1,1
"9153","manifest.it",1,1
"9154","proportionally",1,1
"9155","suf",1,1
"9156","ficiently",1,1
"9157","clear.we",1,1
"9158","disadvantage",2,1
"9159","dearness",1,1
"9160","seacoast",1,1
"9161","operates",1,1
"9162","deals",1,1
"9163","disposes",1,1
"9164","consumer",1,1
"9165","a-year",3,2
"9166","consume",2,1
"9167","twelvemonth",1,1
"9168","great.'it",1,1
"9169","quantum",1,1
"9170","farmer's",2,1
"9171","simply",3,3
"9172","converting",1,1
"9173","log-cabin",1,1
"9174","erect",2,2
"9175","barn",1,1
"9176","cattle–to",1,1
"9177","educate",2,2
"9178","children–and",1,1
"9179","amelioration",2,2
"9180","mankind.'in",1,1
"9181","selection",5,5
"9182","raises",1,1
"9183","yearly",3,3
"9184","diminishing",1,1
"9185","stronger",2,2
"9186","landholder",1,1
"9187","instruct",1,1
"9188","emigrationamong",1,1
"9189","superintendance",1,1
"9190","embarkthursday",1,1
"9191","edward's",3,3
"9192","children.on",1,1
"9193","passengers.extract",1,1
"9194","equality",3,3
"9195","predominant",1,1
"9196","township",3,2
"9197","stitch",1,1
"9198","cover",2,2
"9199","nakedness",1,1
"9200","strutting",1,1
"9201","stumps",2,2
"9202","pompous",1,1
"9203","ediburgh",1,1
"9204","relieving",3,2
"9205","classes.salus",1,1
"9206","populi",1,1
"9207","suprema",1,1
"9208","lex.there",1,1
"9209","wasa",1,1
"9210","factiousness",1,1
"9211","ultimately",7,5
"9212","entail",1,1
"9213","accountable",1,1
"9214","suffers",1,1
"9215","modern",3,3
"9216","experiments",3,3
"9217","insuperable",2,2
"9218","timidity",1,1
"9219","requiress",1,1
"9220","startled",1,1
"9221","sufferers.during",1,1
"9222","stimulated",1,1
"9223","monopoly",4,1
"9224","world–by",1,1
"9225","melted",1,1
"9226","consumed–and",1,1
"9227","depreciation",4,2
"9228","ending",4,2
"9229","doubled",2,1
"9230","equalled",2,2
"9231","cessation",1,1
"9232","diminuition",2,2
"9233","fictitious",1,1
"9234","multiplication",1,1
"9235","elapses",1,1
"9236","accommodates",1,1
"9237","suffe",1,1
"9238","remedies",2,2
"9239","dependence",2,2
"9240","taxation",1,1
"9241","restrictive",1,1
"9242","obstacles",1,1
"9243","suppy",1,1
"9244","disregarded",1,1
"9245","vulgar",1,1
"9246","clamour",1,1
"9247","misfortunes",1,1
"9248","whch",1,1
"9249","philosophers",1,1
"9250","thankful",2,2
"9251","impeded",1,1
"9252","us.emigration",1,1
"9253","suggests",2,2
"9254","intertiae",1,1
"9255","malthus",2,2
"9256","underrate",1,1
"9257","brazil",1,1
"9258","buenos",9,5
"9259","ayres",9,5
"9260","gradual",1,1
"9261","expatriated",1,1
"9262","advantges",1,1
"9263","flourish",1,1
"9264","securities",2,2
"9265","nugatory",2,2
"9266","operative",1,1
"9267","givingassistance",1,1
"9268","objectionable",2,2
"9269","restrict",1,1
"9270","relieved",5,4
"9271","paupers",3,2
"9272","lke",1,1
"9273","disagree",1,1
"9274","scheldt",1,1
"9275","cat-skins",1,1
"9276","vansittart",1,1
"9277","allots",1,1
"9278","wrung",1,1
"9279","subside",1,1
"9280","aggravating",1,1
"9281","one-seventieth",1,1
"9282","inrease",1,1
"9283","diminish",3,2
"9284","awaiting",1,1
"9285","factitious",1,1
"9286","migration",1,1
"9287","feeble",2,2
"9288","palliative",1,1
"9289","dealt",1,1
"9290","overwhelm",1,1
"9291","humanitiy",1,1
"9292","goaded",1,1
"9293","want–a",1,1
"9294","crop–a",1,1
"9295","revulsion",1,1
"9296","americans–any",1,1
"9297","contemplate",1,1
"9298","plots",1,1
"9299","theory",1,1
"9300","silent",1,1
"9301","brace",1,1
"9302","consciences",1,1
"9303","propose",6,5
"9304","fellow-creatures",1,1
"9305","trader",1,1
"9306","younger",1,1
"9307","survives",1,1
"9308","recovering",1,1
"9309","conjectures",2,2
"9310","turns",2,2
"9311","undressed",1,1
"9312","horns",1,1
"9313","putrefaction",1,1
"9314","does;–the",1,1
"9315","more.--in",1,1
"9316","disastrous",1,1
"9317","quarantine.–london",1,1
"9318","paper.all",1,1
"9319","noticed",1,1
"9320","infectious",1,1
"9321","vapours",1,1
"9322","horns.–the",1,1
"9323","prognosticated.–i",1,1
"9324","attributed",3,2
"9325","datedhalifax",1,1
"9326","dalhousie",5,2
"9327","governor-in-chief",1,1
"9328","freemasons",2,2
"9329","lodges",1,1
"9330","building.his",1,1
"9331","scaffolding",2,1
"9332","ground.after",1,1
"9333","twining",1,1
"9334","chaplain",3,2
"9335","intendeed",1,1
"9336","students",2,2
"9337","professed",2,2
"9338","admittance",1,1
"9339","fervent",1,1
"9340","undertaking.a",1,1
"9341","bottle",2,2
"9342","tin",2,2
"9343","parchments",1,1
"9344","recess",1,1
"9345","cheers",4,4
"9346","masonic",2,2
"9347","processions",1,1
"9348","came.the",1,1
"9349","witnessed",13,12
"9350","halifax.the",1,1
"9351","countess",2,2
"9352","griffith",1,1
"9353","them.lord",1,1
"9354","newcastle",1,1
"9355","waiting",3,3
"9356","kempt.court",1,1
"9357","chancery–june",1,1
"9358","annuitants",1,1
"9359","legates",1,1
"9360","accountant-general",1,1
"9361","claimants",1,1
"9362","executors",2,1
"9363","consultation",1,1
"9364","granted.the",1,1
"9365","attorney-general",2,2
"9366","consulted.the",1,1
"9367","clients.mr",1,1
"9368","wingfield",1,1
"9369","yarmouth",1,1
"9370","train",1,1
"9371","settlement.the",1,1
"9372","legacies",1,1
"9373","executor",1,1
"9374","consenting",1,1
"9375","right.mr",1,1
"9376","heald",1,1
"9377","one-fourth",2,2
"9378","pleased.the",1,1
"9379","chancellor.–i",1,1
"9380","advertiser",3,3
"9381","says–the",1,1
"9382","finishing",1,1
"9383","wallabut",1,1
"9384","gun-ship",1,1
"9385","indiawe",1,1
"9386","publishing",1,1
"9387","radical",1,1
"9388","marquess",2,1
"9389","hastings",4,2
"9390","moving",6,5
"9391","advancement",1,1
"9392","accomplished",5,5
"9393","impious",1,1
"9394","powers.on",1,1
"9395","dilate",1,1
"9396","abitrary",1,1
"9397","shortest",2,2
"9398","period.the",1,1
"9399","adorned",1,1
"9400","biography",1,1
"9401","statesman",3,2
"9402","detractors",1,1
"9403","printer's",1,1
"9404","unrivalled",1,1
"9405","applicable",3,3
"9406","msot",2,2
"9407","scope",2,2
"9408","press.the",1,1
"9409","climates",5,5
"9410","huntingdon",1,1
"9411","sensitive",0,0
"9412","inimical",2,2
"9413","irritate",2,2
"9414","tread",3,3
"9415","insect",1,1
"9416","shameful",2,2
"9417","unnoticed",1,1
"9418","refuted",1,1
"9419","bosom",1,1
"9420","manly",1,1
"9421","forbearance",9,9
"9422","tended",1,1
"9423","libels",1,1
"9424","licentious",1,1
"9425","mischievously",1,1
